timestamp,temp,hum,rain,prev_sm
477000000,17.1,100,0,82.92
477900000,17.6,99.3,0,82.7
478800000,18.7,96.3,0,82.53
479700000,19.3,93.4,0,82.33
480600000,19.6,90,0,82.13
481500000,19.5,89.5,0,81.87
482400000,20.2,87.3,0.1,85.48
483300000,20.4,84.1,0.1,87.98
484200000,21,82.2,0,87.73
485100000,21.4,79.9,0,87.54
486000000,25.6,65.2,0,87.08
486900000,27.1,63.8,0,86.66
487800000,28,57.7,0,86.24
488700000,26.6,62.1,0,85.86
489600000,26.6,61.6,0,85.42
490500000,27.4,57.3,0,84.99
491400000,28.7,56.2,0,84.44
492300000,31.7,51,0,83.76
493200000,32.4,50.1,0,83.1
494100000,32.2,49.1,0,82.47
495000000,37.3,41.2,0,81.64
495900000,37.4,41.1,0,80.77
496800000,35.3,42.7,0,80.06
497700000,20.7,75.1,0,79.79
498600000,20.4,79.5,0,79.59
499500000,19.8,82.2,0,79.36
500400000,19.6,84.5,0,79.24
501300000,19.1,86.1,0,79.11
502200000,18.7,88.1,0,78.95
503100000,18.4,89.9,0,78.76
504000000,18.2,92.6,0,78.59
504900000,18,92.6,0,78.4
505800000,18,91.9,0,78.22
506700000,17.4,94.5,0,77.99
507600000,17.2,96.2,0,77.79
508500000,17.3,95.8,0,77.55
509400000,17.4,95,0,77.37
510300000,17.5,96.3,0,77.18
511200000,17.5,96.9,0,76.97
512100000,17.3,97.8,0,76.86
513000000,17,98.1,0,76.66
513900000,29.4,66,0,76.09
514800000,32.6,49.6,0,75.42
515700000,30.5,64.7,0,74.89
516600000,31,61,0,74.3
517500000,27.1,54.5,0,73.87
518400000,31.1,51.8,0,73.35
519300000,33.2,45.8,0.1,77.96
520200000,33.6,43.8,0.1,83.35
521100000,33.9,43.7,0.1,86.93
522000000,35,41.2,0.1,89.68
522900000,33.1,43.9,0.1,91.76
523800000,36.1,39,0.1,93.19
524700000,36.2,39.8,0.1,94.33
525600000,36.3,39.8,0.1,95.3
526500000,36.8,36.8,0.1,96.1
527400000,33.6,41.6,0.1,96.99
528300000,31.3,45.9,0.1,97.54
529200000,28.6,49.3,0.1,97.93
530100000,27.6,52.4,0,97.44
531000000,27.8,51.8,0,96.97
531900000,27.2,51.1,0,96.54
532800000,27.3,49.3,0,96.07
533700000,27.2,52.8,0,95.68
534600000,26.9,52.2,0,95.25
535500000,26.8,51.6,0,94.81
536400000,26.7,50.9,0,94.34
537300000,26.5,50.9,0,93.85
538200000,26.3,50.7,0,93.5
539100000,25.9,53.6,0,93.08
540000000,25.6,52.7,0,92.66
540900000,25.2,55.3,0,92.24
541800000,24.8,54.9,0,91.87
542700000,24.3,57.5,0,91.57
543600000,23.8,60.5,0,91.2
544500000,23.3,63,0,90.93
545400000,22.8,66.8,0,90.7
546300000,22.4,69.4,0,90.41
547200000,21.9,72.1,0,90.16
548100000,21.6,74.2,0,89.94
549000000,21.2,75.8,0,89.67
549900000,21,78.5,0,89.42
550800000,20.7,80.4,0,89.21
551700000,20.5,81.4,0,88.97
552600000,20.4,85.7,0,88.74
553500000,20.4,85.8,0,88.52
554400000,23.1,79.9,0,88.16
555300000,22.8,72.3,0,87.85
556200000,25.7,61.8,0,87.52
557100000,25.8,61.6,0,87.14
558000000,25.8,61.5,0,86.69
558900000,25.9,62.2,0,86.28
559800000,25.8,61.7,0,85.83
560700000,25.6,62.7,0,85.47
561600000,25.7,65.8,0,85.03
562500000,27,59.1,0,84.62
563400000,27.8,57.3,0,84.17
564300000,27.8,57,0,83.75
565200000,28,58.4,0,83.31
566100000,28.6,56.3,0,82.83
567000000,37.7,39.9,0.1,87.01
567900000,36.9,41.5,0.1,89.09
568800000,36.5,40.5,0.1,91.75
569700000,34.4,42,0.1,93.55
570600000,36.3,39.3,0.1,94.56
571500000,31.8,47.3,0.1,95.54
572400000,28.8,50.7,0,94.98
573300000,28.8,50.7,0,94.45
574200000,28.4,48.8,0,93.91
575100000,28.3,49.7,0,93.42
576000000,28.2,50.7,0,92.91
576900000,28,50.5,0,92.48
577800000,28,51.8,0,92.01
578700000,28.1,51.3,0,91.55
579600000,28.2,49.9,0,91.05
580500000,27.9,51.2,0,90.56
581400000,28,51.3,0,90.02
582300000,27.4,51.9,0,89.54
583200000,27.4,51.9,0,89.07
584100000,27.4,51.8,0,88.6
585000000,27.3,52.1,0,88.14
585900000,27.1,54,0,87.75
586800000,27.2,52.9,0,87.33
587700000,27.2,53.5,0,86.83
588600000,27.1,53.1,0,86.36
589500000,27.5,52.9,0,85.95
590400000,27.1,55.2,0,85.55
591300000,26.3,57.2,0,85.13
592200000,25.8,58.4,0,84.79
593100000,25.3,59.8,0,84.44
594000000,24.8,59.7,0,84.12
594900000,24.3,62.8,0,83.83
595800000,23.3,65.9,0,83.5
596700000,23.3,66.3,0,83.18
597600000,23.3,65.5,0,82.82
598500000,23.3,65.5,0,82.58
599400000,23.3,66.1,0,82.28
600300000,22.7,67.5,0,81.96
601200000,22.2,70,0,81.73
602100000,21.9,73.2,0,81.45
603000000,21.5,75.6,0,81.16
603900000,21.2,78.2,0.1,85.08
604800000,20.9,79.9,0.1,87.72
605700000,20.6,81.1,0.1,90.54
606600000,20.4,82,0.1,92.26
607500000,20.1,83.2,0,92.02
608400000,20,84,0,91.85
609300000,19.7,85.1,0,91.66
610200000,19.4,86.6,0,91.5
611100000,19.2,87.8,0,91.28
612000000,19.1,88.7,0,91.13
612900000,18.9,89.5,0,90.95
613800000,18.8,90.3,0,90.67
614700000,18.7,91.3,0,90.48
615600000,18.4,92.1,0,90.26
616500000,18.4,92.7,0,90.1
617400000,18.2,93.4,0,89.86
618300000,18,94.2,0,89.64
619200000,18,94.9,0,89.48
620100000,18,94.9,0,89.32
621000000,18,94.9,0,89.12
621900000,17.9,95.3,0,88.93
622800000,17.8,95.7,0,88.78
623700000,17.8,96.4,0,88.52
624600000,17.7,96.1,0,88.24
625500000,17.6,96.1,0,88.05
626400000,17.4,96.8,0,87.83
627300000,17.4,97.1,0,87.59
628200000,17.4,97.5,0,87.32
629100000,17.3,97.7,0,87.09
630000000,17.4,98,0,86.85
630900000,17.3,98.4,0,86.64
631800000,17.2,99.4,0,86.38
632700000,17.5,99.6,0,86.21
633600000,17.7,99.3,0,86.07
634500000,17.8,98.7,0,85.94
635400000,17.8,98.3,0,85.73
636300000,17.8,98.7,0,85.51
637200000,17.7,98.3,0,85.32
638100000,17.7,97.6,0,85.07
639000000,17.7,97.2,0,84.86
639900000,17.7,97.5,0,84.62
640800000,17.7,97.3,0,84.37
641700000,17.7,97.1,0,84.2
642600000,17.6,97.4,0,84.03
643500000,17.7,97.3,0,83.83
644400000,17.9,97,0,83.62
645300000,18.1,96.2,0,83.47
646200000,18.3,95.7,0,83.35
647100000,18.8,93.2,0,83.14
648000000,19.3,90.7,0,82.91
648900000,19.9,89.9,0,82.71
649800000,20.2,87.5,0,82.49
650700000,20.4,86.8,0,82.3
651600000,21.2,84.9,0,82.1
652500000,21.2,82.8,0,81.86
653400000,22.8,77.3,0,81.62
654300000,22.6,77.2,0,81.26
655200000,24.9,70.5,0,80.95
656100000,25.8,67.4,0,80.61
657000000,25.7,65.2,0,80.19
657900000,25.5,66.8,0,79.76
658800000,26.8,58.8,0,79.31
659700000,29.7,51.4,0,78.73
660600000,31.6,48.8,0,78.17
661500000,32.2,50.2,0,77.58
662400000,29.9,53.3,0.1,81.67
663300000,32.2,49,0.1,85.84
664200000,32.8,47.3,0.1,88.15
665100000,34.4,47.5,0.1,91.08
666000000,33.5,45.3,0,90.39
666900000,31.2,49.9,0,89.81
667800000,33.4,45.7,0,89.13
668700000,29.6,48.2,0,88.55
669600000,29.6,51.1,0,88.05
670500000,29.2,53.8,0,87.48
671400000,28,51.9,0,87
672300000,27.6,55.1,0,86.52
673200000,27.3,52.9,0,86.1
674100000,27.1,53.5,0,85.62
675000000,27.2,52.5,0,85.11
675900000,27.5,50.6,0,84.67
676800000,27,54,0,84.27
677700000,26.5,55,0,83.76
678600000,25.9,58.4,0,83.39
679500000,25.6,60.1,0,82.94
680400000,25.3,59.1,0,82.51
681300000,24.8,59.9,0,82.22
682200000,24.5,60,0,81.78
683100000,24.4,61.2,0,81.39
684000000,24,64.1,0,81.01
684900000,23.4,65.7,0,80.69
685800000,22.9,68.2,0,80.34
686700000,22.4,71,0,80.09
687600000,22.1,71.9,0,79.77
688500000,21.7,73.9,0,79.53
689400000,21.5,75.9,0,79.33
690300000,21.3,77.8,0,79.12
691200000,21.2,79.2,0,78.93
692100000,20.9,79.7,0,78.7
693000000,20.6,80.9,0,78.46
693900000,20.3,83.6,0,78.27
694800000,19.9,84.4,0,78.02
695700000,19.7,86.1,0,77.79
696600000,19.7,86.8,0,77.55
697500000,19.7,88.3,0,77.33
698400000,19.5,89.5,0,77.08
699300000,19.5,89.6,0,76.91
700200000,19.3,90,0,76.79
701100000,19.3,90,0,76.63
702000000,19.2,89.7,0,76.41
702900000,19,90.5,0,76.21
703800000,18.8,91.6,0,76.01
704700000,18.5,92.9,0,75.82
705600000,18.3,94.1,0,75.61
706500000,18.1,94.9,0,75.44
707400000,17.9,95.2,0,75.29
708300000,17.8,95.6,0,75.12
709200000,17.7,96.3,0,74.93
710100000,17.9,95.8,0,74.7
